date,哈罗德·劳埃德,查理·卓别林,雅克·塔蒂,巴斯特·基顿,路易斯·布努埃尔,弗里茨·朗,王家卫,韦斯·安德森,阿加莎·克里斯蒂,今敏,杨德昌,比利·怀尔德,伍迪·艾伦,昆汀·塔伦蒂诺,黑泽明,弗朗索瓦·特吕弗,让-吕克·戈达尔,阿基·考里斯马基,李洪绸
2024-05-21,2,8,2,4,2,5,9,10,16,28,18,11,23,15,14,7,21,11,3
2024-05-22,14,3,1,7,3,2,15,8,12,21,19,9,36,27,26,13,29,10,2
2024-05-23,31,7,38,6,7,2,14,6,13,17,15,5,18,22,15,9,17,10,1
2024-05-24,30,5,4,4,5,34,13,15,14,11,20,6,7,22,14,9,11,10,1
2024-05-25,1,1,2,1,6,6,11,6,12,9,13,10,16,25,16,4,18,8,1
2024-05-26,0,5,3,2,4,32,24,9,15,22,21,12,13,24,18,7,20,10,1
2024-05-27,23,3,5,33,2,2,26,9,10,11,26,8,13,34,22,9,25,15,1
2024-05-28,2,2,1,33,9,2,22,14,10,13,22,15,22,29,12,7,15,10,1
2024-05-29,11,4,5,7,35,14,14,18,9,18,25,5,16,23,48,12,16,10,1
2024-05-30,26,4,1,3,3,1,11,16,10,14,26,6,6,34,21,9,19,6,1
2024-05-31,1,3,5,1,9,1,17,26,12,23,26,7,9,29,44,12,20,8,1
2024-06-01,9,1,4,3,36,1,19,33,15,48,26,11,13,38,5,4,20,10,1
2024-06-02,32,5,3,3,4,1,25,17,18,36,24,8,16,30,18,5,18,11,17
2024-06-03,25,5,3,5,3,1,15,12,14,24,23,9,7,26,17,5,33,12,1
2024-06-04,3,8,3,31,5,3,38,32,11,21,19,12,11,20,16,16,16,24,59
2024-06-05,0,2,3,3,6,33,16,19,9,24,23,10,16,27,19,8,19,11,2
2024-06-06,22,7,3,6,8,20,15,11,9,24,20,6,19,29,14,11,15,8,1
2024-06-07,2,4,2,5,5,1,27,26,11,27,10,4,18,36,12,6,20,5,1
2024-06-08,9,7,4,3,3,3,36,25,14,33,23,3,15,27,16,12,23,5,1
2024-06-09,3,4,1,2,13,2,21,17,18,30,23,10,23,41,20,10,21,13,1
2024-06-10,12,9,5,2,7,3,38,13,14,13,21,7,29,30,14,12,15,8,3
2024-06-11,1,6,32,4,9,4,13,6,20,19,26,10,25,34,20,7,13,9,1
2024-06-12,23,6,2,6,6,24,15,10,15,16,10,4,14,28,21,7,16,3,2
2024-06-13,3,3,2,34,6,1,13,13,18,14,9,7,8,31,9,10,18,5,1
2024-06-14,29,7,4,25,3,4,12,5,7,17,20,6,14,13,14,12,10,6,1
2024-06-15,19,6,3,33,6,18,14,19,16,13,18,11,17,21,13,8,19,7,1
2024-06-16,1,8,3,4,8,6,17,12,17,26,25,8,17,31,8,14,10,10,33
2024-06-17,30,8,2,6,5,4,15,10,19,17,27,12,16,33,12,5,14,11,1
2024-06-18,1,3,4,6,6,35,15,19,12,32,22,3,19,26,14,8,28,8,1
2024-06-19,6,4,2,5,3,13,15,11,13,12,15,6,17,25,10,4,9,4,31
2024-06-20,1,3,8,7,9,4,14,13,9,18,10,12,19,24,8,8,34,5,1
2024-06-21,1,5,1,5,1,10,15,12,13,23,19,9,20,28,11,12,9,13,32
2024-06-22,27,4,1,5,3,10,37,11,13,23,20,6,14,28,15,9,12,11,1
2024-06-23,6,8,1,5,4,6,14,13,11,20,27,11,22,32,15,7,10,9,1
2024-06-24,17,1,1,1,3,7,13,8,11,39,23,14,25,35,20,8,20,10,2
2024-06-25,0,5,2,3,2,3,11,13,16,23,13,11,11,25,10,10,21,13,1
2024-06-26,35,3,1,1,4,2,25,10,7,24,15,4,10,20,11,14,16,11,6
2024-06-27,2,6,37,3,6,34,18,11,11,24,22,7,16,22,12,11,14,12,31
2024-06-28,1,6,2,39,2,8,16,12,9,25,44,7,14,22,11,5,13,15,2
2024-06-29,3,2,4,1,4,4,19,15,12,17,19,7,13,23,16,5,9,4,46
2024-06-30,1,7,1,3,3,2,21,11,9,16,43,11,22,21,17,8,13,11,1
2024-07-01,1,6,3,3,6,1,20,10,16,25,30,14,21,29,44,5,15,10,2
2024-07-02,1,31,6,3,1,4,16,8,7,11,19,6,23,23,8,7,5,9,30
2024-07-03,1,12,2,1,4,4,15,10,11,9,21,6,16,20,14,6,16,7,1
2024-07-04,1,8,1,4,3,5,23,14,10,15,22,32,17,25,12,9,8,40,1
2024-07-05,11,5,4,1,5,1,16,8,16,18,22,7,13,33,14,7,12,9,1
2024-07-06,34,2,19,1,4,1,23,3,15,10,22,3,11,20,17,5,16,10,1
2024-07-07,1,4,35,2,4,3,10,12,19,18,25,6,14,28,27,7,9,8,4
2024-07-08,3,9,4,8,6,1,21,12,23,24,32,12,20,25,20,15,17,8,3
2024-07-09,1,3,3,2,4,14,18,14,19,12,18,14,25,22,13,4,14,9,3
2024-07-10,29,7,3,30,20,32,9,12,9,19,22,6,14,26,17,11,11,38,1
2024-07-11,23,8,4,3,5,28,11,16,10,22,27,8,19,35,15,9,11,15,3
2024-07-12,24,7,3,3,3,2,22,12,25,11,18,8,22,18,25,9,14,11,1
2024-07-13,20,4,5,2,3,3,12,8,23,18,18,5,16,24,18,5,15,59,14
2024-07-14,1,6,8,6,3,2,18,17,18,13,16,1,20,24,12,6,15,21,3
2024-07-15,0,2,8,5,11,2,48,8,12,13,21,12,54,36,21,10,13,58,18
2024-07-16,24,6,6,2,2,3,17,6,15,12,16,13,12,32,16,7,13,9,1
2024-07-17,35,2,4,2,8,1,16,6,22,8,19,14,38,19,14,7,15,10,26
2024-07-18,1,11,5,5,3,5,25,12,15,19,23,11,29,38,24,7,12,5,1
2024-07-19,1,5,4,4,6,3,14,9,15,31,24,5,16,32,20,7,15,7,3
2024-07-20,1,9,3,4,5,3,20,9,17,13,13,7,19,29,19,3,16,10,2
2024-07-21,22,13,3,10,6,5,23,13,14,6,22,9,14,29,12,2,14,6,1
2024-07-22,1,6,1,10,4,3,14,7,11,12,15,11,38,37,9,42,18,24,27
2024-07-23,1,30,1,4,5,1,22,11,11,8,15,12,16,21,18,6,12,12,1
2024-07-24,1,8,1,13,7,2,27,7,10,14,28,10,17,33,17,6,44,10,2
2024-07-25,1,10,5,5,4,4,29,11,16,18,35,10,16,22,23,5,17,11,1
2024-07-26,14,8,4,1,4,34,25,22,17,37,17,7,15,26,25,5,16,5,1
2024-07-27,0,6,2,2,5,2,20,14,16,15,19,5,19,20,14,29,35,4,0
2024-07-28,1,7,54,2,7,1,17,17,13,35,33,35,26,22,23,94,90,7,1
2024-07-29,15,3,9,4,6,1,25,20,18,17,23,8,22,25,19,60,42,7,1
2024-07-30,19,7,9,12,8,4,15,11,11,23,17,10,14,17,14,32,57,30,2
2024-07-31,27,2,8,2,8,3,14,9,15,9,19,7,21,18,20,15,24,10,2
2024-08-01,26,4,6,6,4,3,21,5,14,13,19,10,10,30,15,15,18,4,1
2024-08-02,0,3,4,2,3,1,20,9,15,15,12,8,16,21,15,18,20,5,23
2024-08-03,15,5,5,5,38,4,13,15,7,8,11,9,48,32,23,18,19,1,5
2024-08-04,0,5,3,3,4,3,26,17,13,11,19,10,17,26,13,9,20,7,2
2024-08-05,52,7,7,7,4,3,18,12,10,15,20,7,12,35,14,12,21,8,2
